date,year,month,season,t2m,tmin,tmax,td2m,precip,snowfall,swe,snow_cover,snowfall_fraction,pdd,lapse_K_per_m,isotherm0_m
2003-03,2003,3,2003,4.640381633008019,-8.652066574983962,14.975227512934623,-0.1893735527319791,207.88985910606257,46.69152834562436,132.4933510333557,42.3633384226524,0.22459743128597234,143.8518306232486,-0.004931567635989155,2055.3101106178374
2003-10,2003,10,2004,18.36528483182383,3.1495971708939123,30.290716191650233,3.5028917162714492,57.4104622138125,0.10475327758749416,0.0055259871915482525,0.03185133510984598,0.0018246374188273188,569.3238297865387,-0.004159762601328657,5528.848711147062
2003-11,2003,11,2004,8.335519665042625,-2.4769899241034636,21.971746580241188,1.763292427736019,140.2812412372414,2.39569522738535,0.22926609894351693,1.4951041916412333,0.017077801752080225,250.06558995127875,-0.003981304741387525,3208.004563915406
2003-12,2003,12,2004,2.534953717131316,-12.079181109553815,11.674824615354112,-1.2796184808278213,185.96626730291527,40.53894637223504,10.133260383544949,27.826880171697734,0.21799085909597937,78.58356523107079,-0.0043980821715765535,1690.76637031742
2004-01,2004,1,2004,2.2306020172194962,-8.676467678137328,9.635996699974328,-1.1000520847502457,216.49231744866998,74.45266112927503,46.153258991136006,49.03693725660259,0.3439044027367283,69.14866253380438,-0.004442654654339565,1616.23113858153
2004-02,2004,2,2004,2.267311506577073,-11.937446875585579,17.002181936195996,-1.4532522157461472,177.16132795955417,81.2911378519387,78.36815728993729,53.79931401957104,0.45885373962932485,64.05155006080231,-0.004372615909014214,1632.6548869691906
2004-03,2004,3,2004,9.419043841961525,-3.1669948708665174,21.861989380606246,1.3750020937504814,42.77009888574723,0.9312675072649292,52.78485406512251,20.402664817442403,0.021773798320004964,291.99035910080727,-0.004667251803873741,3132.214807150619
2004-10,2004,10,2005,18.504570724490293,5.3352082909166825,31.169821462937534,2.401523432705744,12.64430560587698,0.0,-7.345364920210326e-22,0.0,0.0,573.641692459199,-0.004273670875578131,5443.880071517197
2004-11,2004,11,2005,8.034664000971588,-7.399127219278853,19.795899339625862,3.4667021455651366,178.43189556120998,26.44818711587028,4.1880385623786545,14.70774561249876,0.14822566914219318,241.03992002914765,-0.004359362956492254,2957.167959106175
2004-12,2004,12,2005,1.0128022142889677,-10.007516401714895,12.65923551661433,-4.663624154225772,36.31195912678556,19.03382987667448,16.013735601175505,39.28680825487347,0.524175239628813,31.396868642957998,-0.004456442219172589,1341.1938826706407
2005-01,2005,1,2005,0.9292700878901883,-9.971848047108892,12.271800886201277,-4.20508986496111,177.89761594404186,101.05916358415638,42.34064667135087,55.32673658547591,0.5680748617561283,28.807372724595837,-0.00401068526525487,1345.7990388578205
2005-02,2005,2,2005,1.1812577688937722,-13.252203968728963,13.572750954064986,-3.434533574336456,176.95789015679384,78.47106391265888,114.8748227696289,70.72454948117529,0.4434448435338456,33.370531971249065,-0.004425003154017345,1380.8711560640272
2005-03,2005,3,2005,7.083127231600372,-4.105897255774266,19.142343584453783,1.4304494892959951,139.97897110900524,11.798393346054167,59.53360431681642,26.220718254100905,0.08428689861469588,219.57694417961153,-0.004734829272745643,2610.1257915702413
2005-10,2005,10,2006,17.017550246294604,2.173305325153706,30.784257044322032,0.22944493675771582,12.939268016331711,0.04255917687237612,0.0030968005548116396,0.019090489567458506,0.003289148722992575,527.5440576351327,-0.0043797717169830296,4999.334273390232
2005-11,2005,11,2006,8.666766964339445,-1.8045054844149035,20.371025349550564,-0.7094000104065685,45.010486914768485,2.3165267719192886,0.2547402429197656,1.6127793475875,0.051466378853129185,260.00300893018334,-0.004172843732421983,3190.937711532038
2005-12,2005,12,2006,5.577766288635928,-10.449426363164491,19.025805757491412,-1.2613599872558439,117.87240900934185,35.5753849536395,7.683793159765629,18.928535972712304,0.3018126570300265,172.91075494771377,-0.004268501577280504,2420.78930727455
2006-01,2006,1,2006,0.7305038468277871,-9.125548443933326,10.28897436442378,-3.315188332391301,188.35407496337874,82.92273869671251,51.07827298177285,59.76241249980241,0.44024924182200464,22.6456192516614,-0.0044886483097899615,1276.9605999041908
2006-02,2006,2,2006,3.301893319630267,-8.9878523027553,13.705785012004469,-1.0658308764512299,321.6882278951883,64.26374277331902,96.9402122800881,49.45623153005367,0.1997702657439404,93.27848627955504,-0.004546766429858259,1840.4454460204051
2006-03,2006,3,2006,8.170765773844607,-2.509126061375639,18.40385537117413,1.3552233932947502,65.63527033629614,10.77269986749504,70.18582294297737,23.280569774823604,0.16412974018845114,253.29373898918283,-0.004802778514568752,2815.300424959699
2006-10,2006,10,2007,17.078321677449196,7.022137121065214,29.965252948564796,6.796829121546693,160.39529792600928,0.027359943426683242,0.0009790910500752916,0.006138879620385596,0.00017057821382834084,529.4279720009251,-0.004310973300086811,5075.448058345858
2006-11,2006,11,2007,6.3924042515771475,-5.434574971196923,17.920239133805012,0.6414410953570382,110.9397309402943,4.036473561607942,0.6007179855145797,3.8525299784189353,0.03638438210905971,191.77212754731443,-0.0040399327390081285,2696.7240643874693
2006-12,2006,12,2007,1.0199516643545508,-16.01551193974194,11.292447134592123,-5.209296336636896,61.99166428371638,43.63615469698117,6.175981893931626,15.167931635451515,0.7039035844766515,31.618501594991073,-0.0038053921706403563,1382.44546183519
2007-01,2007,1,2007,-0.8623057252085005,-16.025582261687816,12.582962676067211,-6.359559394486439,90.35254410196615,62.07171852124697,49.224847488800144,67.42627462956351,0.6869946954808132,0.0,-0.004163312533973296,907.1246300897794
2007-02,2007,2,2007,3.272979418697048,-9.622648780293844,12.04647505693373,-0.871542453309587,146.15757681882098,44.438476710335735,79.94080764596772,49.29218041497609,0.30404497445535994,92.4616685781916,-0.004465901920947506,1847.2740453935467
2007-03,2007,3,2007,6.210360151691987,-3.403477355307132,14.71377169892537,1.2491615751146128,117.95007815550194,24.923626828493088,39.337657378709864,25.38089539574649,0.21130657324054083,192.52116470245159,-0.004829580920282293,2400.1064881314283
2007-10,2007,10,2008,18.642187128183537,6.690950570695065,29.192891874978272,1.6360187365505112,7.034301939904887,0.0025278040611834036,4.964480232649354e-05,0.0002809899830084236,0.000359353932028909,577.9078009736896,-0.004458187394271984,5295.617150486261
2007-11,2007,11,2008,9.503329775149723,-5.05789930405399,21.679022091699096,-0.8381828472388406,47.082149089817314,4.517292836407245,0.6463445224396847,3.6194861569046783,0.09594491593384429,285.0998932544917,-0.004436742662438113,3255.867464977677
2007-12,2007,12,2008,2.189116952157235,-9.058279905919619,14.589312610485194,-3.337440755059106,90.58973178943346,12.18819901180563,4.0378280015459325,16.911465255498783,0.1345428314120175,67.86262551687429,-0.004531132661145644,1597.2113105520139
2008-01,2008,1,2008,-2.6472485694127386,-15.081060225679948,8.312760202810296,-9.778995422758555,103.32741590353642,68.25035258913023,12.461393147938653,44.31510480258771,0.6605251083879504,0.0,-0.0050561316360775745,591.0851217500293
2008-02,2008,2,2008,0.9913481750702999,-12.950577438220876,11.906616800941947,-4.4924672468706035,112.92488512069686,39.62135162922925,52.47994809175265,57.912825166579665,0.35086466182259995,28.005585945735973,-0.0046395628372902405,1328.0493786949698
2008-03,2008,3,2008,10.291300601258115,-3.118999270573511,24.535371376523756,1.8266884456874664,86.20464448181411,14.416568480167877,30.663732852239708,19.620912597915847,0.16723656325975825,319.03031863900156,-0.004576208960218476,3362.803571028526
2008-10,2008,10,2009,17.075474890564237,6.477067929963312,30.485111936233807,4.784561844992936,63.6647394245429,0.07882863250131805,0.0026246316030760723,0.01670851290440395,0.0012381835410596126,529.3397216074914,-0.004354090935033567,5035.514180584978
2008-11,2008,11,2009,8.659206451002603,-0.03451026755772091,16.88364935643,2.236767602113332,40.412168475904934,1.4250417316580366,0.07715250915244043,0.4863776989543789,0.035262689071181456,259.7761935300781,-0.004167821643619836,3191.8050009394146
2008-12,2008,12,2009,2.8091674789430954,-8.660586653956557,15.425345984347473,-4.784331387003647,93.53817962670583,36.02982533217983,4.854074139085473,14.520995728566449,0.3851884383036791,87.08419184723596,-0.003960106206086465,1823.2043636247463
2009-01,2009,1,2009,0.42536916559754445,-12.555613393280282,11.190720479988158,-5.772289203583284,40.67488638048528,15.916511153600409,30.303651733822175,40.41142272999438,0.39131052523939497,13.186444133523878,-0.004315243794837799,1212.47777451249
2009-02,2009,2,2009,4.310935616134543,-5.801354465770942,13.762815290810295,-0.492828307975401,125.28921114940964,38.32818568382457,25.34799305722941,26.333953119398938,0.30591768702348615,121.78393115580084,-0.004540430635293891,2063.6069766417245
2009-03,2009,3,2009,6.682923279990348,-3.826861801198561,19.67115472750163,0.8436812851806508,139.61923099152767,33.34072954688538,34.39294264053657,24.244468466628216,0.23879754465134212,207.1706216797008,-0.0048577614713531826,2489.7631221917354
2009-10,2009,10,2010,17.824404546633446,6.94122401738548,29.740516179626866,1.2326179009489238,94.24764670824476,0.0005805440342687478,9.15303388426497e-06,5.819432615820708e-05,6.159772201696384e-06,552.5565409456368,-0.004263187806011233,5294.846991308901
2009-11,2009,11,2010,8.436387726964483,-2.670075717487748,20.00264604991696,3.575246502858647,132.14933708131187,3.3731562680389198,0.4196044604950842,2.5666844973582856,0.025525336278935756,253.0916318089345,-0.003972422630026705,3238.098008523264
2009-12,2009,12,2010,5.248310043550077,-4.048856584052487,14.779252697450886,1.52535009916204,179.38284209262704,22.064081412881475,4.856803166254756,12.406364348085237,0.12299995448554858,162.6976113500524,-0.0040391556632764156,2413.403549211842
2010-01,2010,1,2010,4.928296210737585,-8.928020268351304,16.569900359610358,0.7505846913769574,156.5001094541742,34.81978462774921,14.060531386622527,22.238433984593506,0.2224904809919319,152.77718253286514,-0.004310707217493107,2257.364211426003
2010-02,2010,2,2010,5.209081224146132,-7.708275595209784,17.079927323443655,0.7218522828500227,124.00114224506221,23.56945782770202,21.607437546392568,25.176666552713897,0.19007452190337035,147.15654458212822,-0.004415999741741469,2293.454584832945
2010-03,2010,3,2010,10.05172177370224,-1.9049736575116754,22.99399346014411,3.82924575364342,132.13001586132097,13.350768855388253,12.468555069502964,10.299957425822214,0.10104266444197472,311.60337498476946,-0.00441283121217917,3392.04005416864
2010-10,2010,10,2011,18.765772275307484,7.28380983579234,30.767338890764336,4.733611516658073,16.88199008580404,0.012737491210146995,0.0005323536187735725,0.0031665214582349546,0.0007545017587030732,581.738940534532,-0.004326617852729097,5451.146668389776
2010-11,2010,11,2011,11.639479706032489,1.0040167914986,22.819683224905475,-2.9658277345972692,0.8585494221385163,0.0001858463442763067,0.00012809241617540147,0.0008432178247836149,,349.18439118097467,-0.003596642213619346,4350.400984498507
2010-12,2010,12,2011,6.061597290903364,-5.41991824364834,22.380485496856068,-3.170539926148649,89.68090334069926,19.460743449769687,4.119425062206394,12.424564939598769,0.21699985977882041,187.9095160180043,-0.0037651175406000705,2724.038575700586
2011-01,2011,1,2011,1.1171611423100103,-9.563117810517326,10.11496928118612,-3.982476365420382,155.07697453713743,40.0995926666097,12.307032336308392,31.851537825187272,0.25857863674666126,34.63199541161032,-0.004550619485594492,1359.9047208722345
2011-02,2011,2,2011,2.444857370360239,-9.083570062914873,14.318401030738471,-1.8277564198913296,142.70515100222053,48.77807290634803,38.5223134919544,41.889778625154975,0.34181017688414783,69.06722071267676,-0.004770547265292173,1626.8530510503647
2011-03,2011,3,2011,6.840273436082441,-4.446356282405816,19.085676847655236,0.03509005063779114,110.38659562672966,13.139321449819947,36.400887462213525,16.835331544120454,0.1190300450450554,212.04847651855567,-0.004708414251570359,2566.761775771397
2011-10,2011,10,2012,16.043908913882092,3.636904809892769,29.70224000156901,2.3146634454332684,35.905015437158774,0.5530523403963541,0.026832750439787,0.16661465918547744,0.015403205754480469,497.36117633034485,-0.004313835875004487,4833.088707736719
2011-11,2011,11,2012,5.199682582509183,-5.286292802401476,15.523940530200434,-1.090199700507867,69.1010088664594,5.252017070591968,0.8017066613057877,4.823066813312617,0.07600492607483796,155.9904774752755,-0.004566219916494258,2252.7704289262697
2011-12,2011,12,2012,2.6465323036132418,-7.8715630776478065,13.372742665762814,-3.92915453516855,62.49352206559105,17.185701115721525,2.52962721295153,13.49107311041578,0.2749997207339987,82.0425014120105,-0.00395057538350527,1783.561517844958
2012-01,2012,1,2012,0.996765248172153,-11.21681239113218,9.974304314225833,-2.5190999785790495,140.26996241783772,66.42318667984698,14.596920052020018,40.45978922144037,0.47353820828713744,30.89972269333674,-0.004522997148573078,1334.5755362037216
2012-02,2012,2,2012,0.46071814842383674,-11.842188834410535,9.66571047439794,-4.620406837289693,163.37535906376922,86.2791659595984,81.58386715256626,61.066588927549084,0.528103910247087,13.015287692973388,-0.004878865233500825,1208.6088047407195
2012-03,2012,3,2012,3.385936135379268,-11.305155801775015,15.022823781212878,-2.306586614042203,166.60513461738654,88.85126056169,136.45820700652598,58.48598727687901,0.5333044552662766,104.9640201967573,-0.004768893968058649,1824.2064574408662
2012-10,2012,10,2013,17.675180443045804,5.820018977698339,31.558749930232864,4.707925052072369,57.6414398822515,1.3236285702347116e-06,-7.345364920210326e-22,2.4692311052703083e-07,2.2963142019675206e-08,547.93059373442,-0.004352336718613524,5175.198778506948
2012-11,2012,11,2013,10.52213215288947,-0.658690597804366,22.5215307826669,4.613423834927232,81.15577021005147,1.039412431081347,0.09069540623937047,0.5848073603387781,0.012807622038347824,315.6639645866841,-0.00392698823466841,3793.524975721637
2012-12,2012,12,2013,4.193443367131806,-5.240615215641753,16.214987700269546,-0.16055765333607042,179.63515904119004,29.348475761570395,9.79214815057399,21.282166524217033,0.16337823796977763,129.996744381086,-0.004379513160706755,2071.611407563552
2013-01,2013,1,2013,1.394141062782694,-12.903173502467041,10.634844335122295,-2.8523290579161085,321.8454806041541,116.98395572431832,72.14253139011616,56.37037406122288,0.3634786342337982,43.218372946263514,-0.004237446512592362,1442.8909575740026
2013-02,2013,2,2013,5.292631191969065,-5.365117573046803,15.42556832257145,0.629984926015311,108.74114466691385,31.504572746782763,85.39004100478266,38.61205134028789,0.28972081214782824,149.5168311731261,-0.004331850937387432,2335.9075521272243
2013-03,2013,3,2013,7.972820158678587,-4.612896238186863,21.51387472524931,1.36332082129735,99.4116957093984,15.524992592563338,57.991292293371544,19.03825864129231,0.15616867292905057,247.1574249190362,-0.004678851577442088,2817.8865905031703
2013-10,2013,10,2014,15.783212362653785,4.026791606081019,28.43859853366331,-0.6819359444456268,5.254961165094203,0.006489864083196627,0.0003453867627393573,0.0021789681333023803,0.0012349975345784096,489.27958324226734,-0.004438045546862629,4670.618819316864
2013-11,2013,11,2014,10.296598309280512,0.4116770456118388,21.24365866232182,4.096560042458293,110.94148426816334,1.1626030223302612,0.07526652469381331,0.468111322443229,0.010479425527786013,308.89794927841535,-0.003919673077190517,3741.0278652184265
2013-12,2013,12,2014,0.06200497848220721,-11.658626392002532,15.090402825451747,-5.347803469676535,148.35538292579645,60.53208160973432,30.337650239835856,48.73369261369603,0.4080207971962225,1.9221543329484234,-0.004724859161497745,1127.6744367487156
2014-01,2014,1,2014,2.24435653681752,-7.071620372540735,10.793743681268097,-2.221789267750694,105.58583351633338,17.58337265317983,33.88101825564527,36.91701461151498,0.1665315513227426,69.57505264134312,-0.004293398428041326,1637.242190884274
2014-02,2014,2,2014,3.477578075117947,-8.596987512456167,15.874919932344767,-3.39294128575051,34.73642607548371,7.529412583578578,27.125710404140126,22.803272053933345,0.21675841283201813,98.241580622082,-0.004506561923005563,1885.9048917586563
2014-03,2014,3,2014,8.568822226009274,-2.77280442207973,19.0311494024005,2.942582701748222,209.71277822809532,15.807323973442728,8.21919652387458,9.42475581283127,0.07537606485881275,265.6334890062875,-0.004568969636483615,2989.355354503107
2014-10,2014,10,2015,15.797806386559614,5.4607134207656145,28.58996360289774,6.861042468270739,146.4437281628083,0.34262822877140725,0.017628973796867755,0.10812377027384179,0.0023396579223283055,489.73199798334804,-0.004325351384704541,4766.229535463259
2014-11,2014,11,2015,7.3588227509319495,-4.054410339504386,17.66786427721229,1.6309156803959013,150.58258645522332,8.16424417722704,0.8959602357399995,4.591722998014018,0.054217717794711476,220.76468252795848,-0.00408911729122792,2913.875390709742
2014-12,2014,12,2015,5.03235917428907,-4.100174120758368,15.041333746686576,1.1487678066967533,71.74117957569757,8.8194149413659,2.290813661470147,10.10293433050942,0.12293378772870764,156.00313440296117,-0.003957992248132244,2385.6721688413427
2015-01,2015,1,2015,1.533782059954035,-12.51981114368175,12.18283628000944,-3.2664223239476655,125.15729410036533,56.8996698689746,26.226977645643082,49.6213803183697,0.45462527995648405,47.54724385857509,-0.004431536470439563,1459.7165152929242
2015-02,2015,2,2015,4.274242351473674,-6.750146348109126,14.74020580884013,-0.5558242710607715,107.34029877005855,33.454008586362974,28.049663046477804,30.354751565505776,0.3116630843186606,120.7473464291313,-0.00435019970541675,2096.6559024341345
2015-03,2015,3,2015,7.539288564395065,-3.540906282965466,18.037976341128456,1.6238267034656246,159.26351927627857,16.529600576494804,22.42969028144726,14.81540399386927,0.10378773903533098,233.717945496247,-0.0044985603777617945,2789.998846804672
2015-10,2015,10,2016,17.807878045617485,7.635876980946705,31.23761294147704,7.9647778096065736,157.23012394715576,0.00017315449510141968,5.672666951781095e-06,4.0121144336637244e-05,1.1012806627285749e-06,552.044219414142,-0.004297496353095149,5257.365665874776
2015-11,2015,11,2016,8.356666816582958,-1.3279003497120243,17.6841796521104,3.0121670934269105,138.08047651997964,3.442988357360329,0.3683679498483719,2.0715754101424566,0.024934650025357812,250.70000449748875,-0.0038537683066440557,3282.803310175047
2015-12,2015,12,2016,1.589830917148845,-10.70063811803226,11.333718439391191,-3.3755781482540215,135.9121397804808,49.61670022632216,9.804173567003074,29.627805209359437,0.36506452114182614,49.28475843161419,-0.004590725627377654,1460.9253528331283
2016-01,2016,1,2016,1.0553218578660335,-12.347203306252595,12.200212966489971,-2.728977794132902,259.0719969912615,99.42202378178337,78.2887891314514,60.14976696700872,0.3837621392370587,32.71497759384704,-0.004404035612705066,1353.98922676426
2016-02,2016,2,2016,5.333252747091592,-6.735421151431126,16.815416549589088,0.6941272360454604,97.18711811462848,12.850386915782376,85.4334825727947,35.861048386390756,0.1322231501980112,150.66439010533747,-0.004302497400761407,2353.6364136315397
2016-03,2016,3,2016,7.800100101995554,-3.0592887607895136,18.556861965195253,3.0324322089388716,217.53746839825047,23.19110271750514,36.47184497744926,17.98330160369127,0.1066073945250144,241.80310316186217,-0.004736740939353218,2760.6710910953443
2016-10,2016,10,2017,17.720622043255503,6.54739909639693,29.769626324532112,2.1607107796215814,40.880411234344734,0.0074149980542363185,0.0003226080030640978,0.0019097252181529338,0.00018138266789270404,549.3392833409206,-0.0043354781002288905,5201.452956952165
2016-11,2016,11,2017,8.691427427558551,-4.207464180867987,21.43013827513323,-2.441375323239697,36.84669221350904,2.408796986864217,0.03585700345327548,0.21207618680193213,0.06537349330860924,260.74282282675654,-0.0037367235353229092,3439.8883048356843
2016-12,2016,12,2017,1.6265158134127091,-10.311301370624221,11.498301712123066,-2.6039394343316644,207.4846708573791,55.516661760949084,23.044983658171834,41.21240023924007,0.26756994399412837,50.42199021579398,-0.004925991773124648,1444.2947485992165
2017-01,2017,1,2017,1.0201420437788897,-10.303791788691285,10.345923691780797,-4.20409566514661,74.18392327580241,44.52607472772404,36.113894553900174,36.89578985958882,0.6002119160263895,31.62440335714558,-0.004622619744932086,1334.583616883007
2017-02,2017,2,2017,0.6814048942617319,-12.838849876384359,14.382449175711656,-5.075562538474401,78.92837751161514,48.7167394858206,72.40331075642833,61.76675980835889,0.6172271750885975,19.249688262893926,-0.004743494801576826,1257.802352141631
2017-03,2017,3,2017,6.927060948163557,-2.258271172829268,16.97225655179261,2.292215647907085,176.7002104049017,21.38507506044624,48.227298966635686,23.581653786224727,0.12102461571179327,214.73888939307028,-0.004767150060240419,2567.310338504237
2017-10,2017,10,2018,17.156275765196256,5.792445547564796,27.249879933102022,1.9097694313666125,14.047649956744966,0.0030245265262286935,0.0001461316283171446,0.0008558594718427784,0.0002153048044008578,531.8445487210839,-0.004367667280309745,5041.984312227416
2017-11,2017,11,2018,9.591598186822637,-3.684047703278054,21.65233944208552,3.008425511801704,118.10559341945358,3.7738498463806995,0.5733311690592249,3.4727120384442034,0.03195318474864964,287.7479456046791,-0.004304632249625111,3342.2257403636254
2017-12,2017,12,2018,5.716512373511819,-7.348580666379348,16.42345287424388,-0.4866038240948569,53.2594924909157,10.949110306232964,2.6837480146615245,12.444485979314983,0.20558044761880745,177.21188357886638,-0.003956704821018634,2558.945084106693
2018-01,2018,1,2018,3.0641358502552407,-7.203725889454915,12.35659872062007,-1.8864556464862972,119.80988731947187,31.305531090288955,7.244167081255321,23.460830634116114,0.26129338563530297,94.98821135791246,-0.004396159418809747,1811.0243339284837
2018-02,2018,2,2018,5.765039286318938,-5.607449588130066,14.717752201233168,1.395238364497743,222.82325230034502,17.517203213047456,9.626255853298485,15.965610791271052,0.07861479011820496,162.86235983851,-0.004180224245171832,2493.2316236174192
2018-03,2018,3,2018,11.177243477012155,-0.96179176154169,23.57378601736434,4.487073317733177,91.63363630646171,1.850645894354412,3.203419042044688,3.6730310979974305,0.020196141602032116,346.4945477873768,-0.004218205424824176,3763.9228842528787
2018-10,2018,10,2019,17.810246755801018,3.7074511164504997,31.372713026364636,6.3085141793407615,142.38040835243947,0.02581007536901078,0.0018525551499885367,0.012007004498286828,0.00018127546948118134,552.1176494298315,-0.004388020688548878,5172.7898590991335
2018-11,2018,11,2019,9.259773716136124,1.5411366482076687,19.757110908277355,4.991126325816481,117.04112855164686,0.890052844026262,0.06941225157919846,0.44687527274736705,0.007604616044295125,277.7932114840837,-0.003895869028408225,3491.0412830462055
2018-12,2018,12,2019,4.971631114600598,-4.933789460583569,14.882328446451766,2.117938747391065,295.89471034890374,46.55072761068914,6.418862394018699,18.74038809348281,0.15732193237181877,154.12056455261853,-0.004280552657417257,2275.6212850323577
2019-01,2019,1,2019,1.5691948458626257,-9.8189150014054,10.981756269052084,-2.2817892625585046,253.94110556348605,71.70120703639407,58.680876238397204,53.54201828336785,0.2823536854236013,48.6450402217414,-0.004590661505502253,1456.269373356487
2019-02,2019,2,2019,3.7726852083347353,-5.084682605065211,12.461280027978319,-0.7224019434053162,150.62117918619754,42.425551517264985,70.53440935109899,34.545955321912906,0.28167055753041625,106.57835713545627,-0.004319881164050927,1987.6250202412537
2019-03,2019,3,2019,5.852661888225555,-3.812358280633873,14.751981697523036,2.0525097033284396,280.4237369769123,26.91731446508368,68.79912082229725,26.2978441613511,0.09598800285333842,181.4325185349922,-0.004514228861578817,2410.6994146811453
2019-10,2019,10,2020,18.5432127733755,6.27292941200443,31.452754624252236,5.1205259044756986,42.01110444750043,0.0010373167447866032,3.689977822996834e-05,0.0002743528821151167,2.4691489510419698e-05,574.8395959746406,-0.004152376725579989,5579.71706740143
2019-11,2019,11,2020,9.173071553438888,-1.2439246894648477,21.13969162213084,-1.0386342172981244,34.2274708596806,0.4308105206010376,0.028850205019750445,0.18225882888843442,0.012586688697134363,275.19214660316663,-0.0038344578427662343,3506.687372910091
2019-12,2019,12,2020,5.217266232580414,-4.840670214360614,15.156706324708807,0.9211087030560634,139.91131287391426,28.158969618490907,4.133806351342794,14.551325883638029,0.20126299324964023,161.73525320999283,-0.004121792200140688,2379.9709185953457
2020-01,2020,1,2020,1.1429475899222439,-9.263334276116211,9.73330123486545,-2.9497930123322362,130.49959904559825,54.788414666296376,26.059349793828364,44.09411366676028,0.4198358850677587,35.43137528758956,-0.004684217684029148,1357.9934723993704
2020-02,2020,2,2020,2.5214404617989317,-11.60992156896043,13.931992600621015,-1.5331773529169368,182.41559827006316,65.1795870910804,65.85255065033289,54.8196087394049,0.3573136711400258,71.23069304581982,-0.0045883208826843274,1663.4961496978754
