season,NAO_ONDJFM,EA_ONDJFM,WP_ONDJFM,EPNP_ONDJFM,PNA_ONDJFM,EAWR_ONDJFM,SCAND_ONDJFM,TNH_ONDJFM,POL_ONDJFM,PT_ONDJFM,AO_ONDJFM,NINO34_ONDJFM,DMI_ONDJFM,AMO_ONDJFM,NCP_ONDJFM,MOI_ONDJFM,NAO_DJF,EA_DJF,WP_DJF,EPNP_DJF,PNA_DJF,EAWR_DJF,SCAND_DJF,TNH_DJF,POL_DJF,PT_DJF,AO_DJF,NINO34_DJF,DMI_DJF,AMO_DJF,NCP_DJF,MOI_DJF,NAO_SON,EA_SON,WP_SON,EPNP_SON,PNA_SON,EAWR_SON,SCAND_SON,TNH_SON,POL_SON,PT_SON,AO_SON,NINO34_SON,DMI_SON,AMO_SON,NCP_SON,MOI_SON
2011,-0.8466666666666667,-0.45,-0.42,-0.176,-0.2950000000000001,-0.45,-0.011666666666666678,-0.3233333333333333,0.21166666666666664,,-0.35955,-1.2616666666666667,-0.057499999999999996,0.15816666666666665,-0.002610306,-0.93923074,-0.9933333333333333,-0.4633333333333334,-0.92,-0.27,-1.1633333333333333,-0.5966666666666667,0.21999999999999997,-0.3233333333333333,0.06999999999999999,,-0.9128999999999999,-1.3,0.07333333333333333,0.13233333333333333,0.053373676,-0.47716808,-0.9866666666666667,0.003333333333333336,0.13000000000000003,-0.21666666666666667,0.8033333333333333,-0.6900000000000001,0.25,,0.05333333333333331,0.59,-0.5691,-1.4066666666666665,-0.39966666666666667,0.3153333333333333,-0.59016454,-1.0135831
2012,1.0516666666666667,-0.7316666666666666,0.21833333333333335,-1.3980000000000001,0.13333333333333333,0.325,0.22,0.2866666666666667,-0.49,,0.8768166666666666,-0.8150000000000001,0.09300000000000001,-0.035666666666666666,0.7717734,0.32138517,1.0466666666666666,-1.1266666666666667,-0.32000000000000006,-1.125,0.29666666666666663,-0.5333333333333333,0.48,0.2866666666666667,-0.47333333333333333,,0.6549333333333334,-0.8466666666666667,-0.05333333333333334,-0.056333333333333326,-0.23026542,0.7411468,0.9700000000000001,0.4666666666666666,0.6533333333333333,-0.8933333333333334,-0.09666666666666668,0.6366666666666667,-0.08666666666666667,,-0.41,2.31,0.9745666666666667,-0.8366666666666666,0.298,0.024333333333333335,0.8726771,-0.05246981
2013,-0.9266666666666666,0.38166666666666665,-0.49666666666666665,0.12799999999999997,-0.5683333333333334,-0.16500000000000004,0.48500000000000004,0.2866666666666667,-0.5716666666666667,,-1.3625833333333333,-0.05333333333333332,0.08083333333333334,0.15166666666666664,-0.30030718,-1.1332285,-0.3333333333333333,0.5666666666666668,0.32666666666666666,-0.38,-0.32,-0.5666666666666667,1.0266666666666666,0.2866666666666667,-0.38999999999999996,,-1.1218333333333332,-0.22666666666666666,0.13033333333333333,0.107,-0.16473202,-0.52622133,-0.9666666666666667,0.4033333333333333,-1.2866666666666666,0.2866666666666667,-0.86,-0.6966666666666667,-0.17666666666666667,,-0.35333333333333333,0.83,-0.28413333333333335,0.29333333333333333,0.15466666666666667,0.293,-0.38418987,-0.8056105
2014,0.3433333333333333,1.2,-0.5666666666666667,0.9620000000000001,-0.6649999999999999,-0.6616666666666666,0.2700000000000001,1.2166666666666668,-0.018333333333333316,,0.6745833333333332,-0.09166666666666667,-0.02816666666666667,0.03283333333333333,-0.10411217,-0.44717085,0.5633333333333334,1.5999999999999999,-0.9466666666666667,0.7100000000000001,-0.7133333333333334,-1.2033333333333334,0.7066666666666667,1.2166666666666668,-1.16,,0.18330000000000002,-0.21333333333333335,-0.01633333333333334,-0.044000000000000004,-0.40941763,-0.6905613,0.10333333333333335,0.3033333333333333,0.6,0.23666666666666666,-0.3133333333333333,-0.27666666666666667,0.1166666666666667,,0.58,0.85,0.6103,-0.043333333333333335,-0.09300000000000001,0.22166666666666668,0.10578445,-0.07461528
2015,0.8466666666666667,0.5216666666666666,-0.25000000000000006,1.226,0.37666666666666665,-0.07,0.3866666666666667,0.2866666666666667,0.42166666666666663,,0.4533,0.685,-0.08166666666666667,0.023833333333333335,0.051812068,-0.5660823,1.4166666666666667,0.16000000000000006,-0.5733333333333334,1.225,0.3333333333333333,-0.5333333333333333,-0.31666666666666665,0.2866666666666667,0.37666666666666665,,0.8490333333333333,0.6933333333333334,-0.13299999999999998,-0.006333333333333333,-0.013660848,-0.13886596,0.4766666666666666,0.5499999999999999,-0.47333333333333333,0.9166666666666666,0.8533333333333334,0.45999999999999996,1.3399999999999999,,0.6066666666666667,0.93,-0.5209333333333334,0.5333333333333333,0.0016666666666666653,0.20033333333333334,0.54144686,-1.0312775
2016,1.0050000000000001,1.4133333333333333,0.4916666666666667,-0.09799999999999998,1.07,-0.033333333333333326,-0.19166666666666668,-0.02,-0.9566666666666667,,0.32449999999999996,1.9583333333333333,0.208,0.19683333333333333,0.29366022,0.027589718,0.9900000000000001,2.0,1.0433333333333332,-0.059999999999999984,1.3633333333333333,-0.5366666666666667,-0.38000000000000006,-0.02,-1.46,,-0.00936666666666672,2.0433333333333334,0.14233333333333334,0.18299999999999997,-0.24764597,0.049036223,0.7333333333333334,0.64,-0.4533333333333333,-0.6633333333333332,0.37333333333333335,-0.1733333333333333,0.4366666666666667,,-0.42,0.1,0.5101333333333334,1.93,0.37433333333333335,0.248,0.712306,0.31717739
2017,0.3516666666666666,0.21666666666666667,0.13166666666666668,-0.542,0.325,0.0016666666666665941,-0.06166666666666665,0.16666666666666666,-0.9183333333333333,,0.31758333333333333,-0.12666666666666668,-0.11516666666666668,0.26516666666666666,1.0467157,-0.437876,0.3633333333333333,0.10000000000000002,0.4566666666666667,0.3,-0.33,1.0966666666666667,-0.11333333333333329,0.16666666666666666,-0.17333333333333337,,1.0227666666666666,-0.060000000000000005,-0.09833333333333333,0.24,1.7487496,-0.4473697,0.4633333333333333,1.1500000000000001,-0.06666666666666665,-1.2266666666666666,1.0266666666666666,-0.7100000000000001,1.850371707708594e-17,,-2.3433333333333333,1.04,-0.5823999999999999,-0.3233333333333333,-0.39666666666666667,0.387,0.7810342,-0.34811845
2018,0.40499999999999997,-0.20166666666666666,0.5666666666666667,0.20400000000000001,-0.775,-0.3083333333333333,-0.03333333333333335,0.9700000000000001,-1.5,,-0.09258333333333334,-0.47,0.05166666666666666,0.22999999999999998,-0.3413632,-0.46239457,1.08,-0.4433333333333333,0.3866666666666667,0.445,-0.41,-1.55,0.13,0.9700000000000001,-1.89,,-0.0757,-0.59,0.042,0.17700000000000002,-0.743985,-0.3809363,0.03999999999999998,0.7733333333333334,0.05666666666666664,-0.20999999999999996,-0.86,-1.25,0.22666666666666668,,-1.6866666666666665,1.24,0.040100000000000004,-0.25333333333333335,0.11299999999999999,0.35600000000000004,-0.08293345,0.34721354
2019,0.4533333333333333,0.08666666666666666,0.39666666666666667,1.394,-0.03166666666666665,0.24333333333333332,0.1183333333333333,0.4533333333333333,0.4483333333333333,,0.32644999999999996,0.9883333333333333,0.42016666666666663,0.0025000000000000022,0.5410571,0.085665785,0.18333333333333332,-0.11666666666666665,1.0833333333333333,1.135,-0.25,0.24666666666666667,0.2866666666666667,0.4533333333333333,0.77,,0.18200000000000002,0.9500000000000001,0.3706666666666667,-0.020666666666666667,0.55862176,0.6423762,1.02,0.02666666666666666,-1.1766666666666665,0.5866666666666666,0.59,0.036666666666666625,0.013333333333333272,,-0.023333333333333355,-1.55,-0.03963333333333333,0.8866666666666667,0.596,0.03900000000000001,0.45109847,-0.5550838
2020,0.47333333333333333,0.7599999999999999,0.5416666666666666,-0.098,-0.765,0.035,-0.2783333333333333,0.19999999999999996,0.3116666666666667,,1.2690166666666667,0.7483333333333334,0.3813333333333333,0.18616666666666667,-0.28769964,-0.19437039,1.0166666666666666,1.3099999999999998,0.9633333333333333,-1.195,-0.37999999999999995,0.25,-0.7999999999999999,0.19999999999999996,-0.22,,2.0827666666666667,0.7466666666666667,0.15666666666666665,0.18266666666666667,0.23333089,0.39187908,-0.29333333333333333,0.9766666666666667,-0.023333333333333355,-0.013333333333333345,0.19333333333333336,-0.10666666666666665,0.3633333333333333,,0.23666666666666666,0.25,-0.32313333333333333,0.5933333333333333,0.8969999999999999,0.14866666666666667,-0.39876488,-0.575126
2021,0.03999999999999999,0.003333333333333327,0.965,-0.5780000000000001,-0.325,-0.0633333333333334,0.5599999999999999,0.4566666666666667,-0.9466666666666667,,-0.21440000000000006,-0.9283333333333333,0.11433333333333333,0.157,-0.046434123,-0.47705838,-0.82,0.12666666666666662,1.4000000000000001,-0.755,0.05333333333333338,-0.54,0.9833333333333334,0.4566666666666667,-1.5766666666666669,,-1.8034333333333332,-1.0466666666666666,0.10833333333333332,0.1426666666666667,-0.44625124,-1.2667809,1.1500000000000001,0.59,-0.9666666666666667,-0.010000000000000009,-0.09333333333333338,-0.8933333333333334,0.29,,-0.41999999999999993,1.53,0.8820333333333332,-0.8166666666666668,-0.03166666666666667,0.23266666666666666,0.038590312,0.38289896
2022,0.07833333333333331,0.023333333333333317,0.13666666666666663,-0.42400000000000004,0.05166666666666662,0.15833333333333333,-0.445,0.7233333333333333,-0.5033333333333333,,0.47386666666666666,-0.6833333333333332,-0.06216666666666667,0.24833333333333332,0.62282974,-0.042897344,0.7933333333333333,-0.42,-0.45,-0.195,-0.54,0.05000000000000001,-0.8933333333333332,0.7233333333333333,-0.83,,0.8635999999999999,-0.6666666666666666,-0.08600000000000001,0.18699999999999997,0.5230828,0.7664132,-0.79,0.5499999999999999,0.31333333333333335,-1.3233333333333333,0.8066666666666666,-0.026666666666666658,-0.36333333333333334,,-0.3233333333333333,2.19,-0.10146666666666666,-0.64,-0.02666666666666666,0.4406666666666667,0.6380572,-0.2969868
2023,0.013333333333333308,0.01999999999999998,1.0833333333333333,0.328,-0.7883333333333332,0.30500000000000005,0.050000000000000044,0.19666666666666663,-0.24666666666666667,,0.02863333333333336,-0.5533333333333333,-0.06166666666666667,0.29375,-0.0013297995,0.005059913,0.44333333333333336,-0.6066666666666667,1.49,0.44500000000000006,-0.8266666666666667,-0.07333333333333325,0.31333333333333335,0.19666666666666663,-1.0666666666666667,,-0.5977,-0.5566666666666666,0.058666666666666666,0.20500000000000002,0.19558366,-0.19988108,-0.3666666666666667,0.09333333333333334,1.0666666666666667,-0.15000000000000002,-0.07666666666666666,-0.33,0.6433333333333334,,0.08333333333333338,1.37,0.3431333333333333,-0.8333333333333334,-0.42733333333333334,0.4756666666666667,0.010764916,-0.033683944
2024,-0.09666666666666666,1.6216666666666668,0.695,0.148,0.4666666666666666,0.37333333333333335,-0.16,-0.55,-0.4666666666666666,,-0.14281666666666665,1.5333333333333332,0.6815000000000001,,-0.014521509,-0.4363283,0.7399999999999999,1.93,1.1466666666666667,-0.215,0.21666666666666667,0.14,-0.3633333333333333,-0.55,-1.09,,0.0676666666666667,1.5966666666666667,0.648,,0.45216838,0.0014981827,-0.8166666666666668,1.7033333333333334,0.3666666666666667,-0.6266666666666667,0.9466666666666667,-0.46666666666666673,-0.3133333333333333,,0.33666666666666667,1.19,-0.043866666666666665,1.5933333333333335,0.89,,-0.21883152,-0.11765439
